mir	disease	causality
hsa-mir-199b	Urinary Bladder Neoplasms	1
hsa-mir-16-1	Multiple Myeloma	1
hsa-mir-31	Neoplasms	1
hsa-mir-107	Urinary Bladder Neoplasms	1
hsa-mir-138	Prostatic Neoplasms	1
hsa-mir-31	Liver Neoplasms	1
hsa-mir-33b	Medulloblastoma	1
hsa-mir-146b	Diabetes Mellitus	1
hsa-mir-30d	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-144	Thyroid Neoplasms	1
hsa-mir-124-2	Glioma	1
hsa-mir-101-1	Stomach Neoplasms	1
hsa-mir-200c	Melanoma	1
hsa-mir-150	Heart Diseases	1
hsa-mir-21	Acute Kidney Injury	1
hsa-mir-377	Lymphoma	1
hsa-mir-132	Inflammation	1
hsa-mir-491	Uterine Cervical Neoplasms	1
hsa-mir-622	Colorectal Neoplasms	1
hsa-mir-153	Carcinoma, Pancreatic Ductal	1
hsa-mir-199a	Osteosarcoma	1
hsa-mir-26b	Arthritis, Rheumatoid	1
hsa-mir-200c	Breast Neoplasms	1
hsa-let-7c	Lung Neoplasms	1
hsa-let-7e	Colonic Neoplasms	1
hsa-mir-134	Lung Neoplasms	1
hsa-mir-365	Lymphoma	1
hsa-mir-320a	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-146a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-744	Inflammation	1
hsa-mir-126	Breast Neoplasms	1
hsa-let-7c	Heart Diseases	1
hsa-mir-155	Neoplasms	1
hsa-mir-542	Esophageal Neoplasms	1
hsa-mir-16	Osteoarthritis	1
hsa-mir-331	Prostatic Neoplasms	1
hsa-mir-128-2	Neuroblastoma	1
hsa-mir-205	Adrenocortical Carcinoma	1
hsa-mir-96	Carcinoma, Renal Cell	1
hsa-mir-223	Prostatic Neoplasms	1
hsa-mir-186	Ovarian Neoplasms	1
hsa-mir-206	Tuberculosis	1
hsa-mir-125a	Leukemia	1
hsa-mir-148a	Lupus Nephritis	1
hsa-mir-503	Breast Neoplasms	1
hsa-mir-31	Arteriosclerosis Obliterans	1
hsa-mir-142	Arbovirus Infections	1
hsa-mir-92a-1	Colonic Neoplasms	1
hsa-mir-19b-1	Neoplasms	1
hsa-mir-19b-2	Neoplasms	1
hsa-mir-125b-2	Glioblastoma	1
hsa-mir-10b	Pancreatic Neoplasms	1
hsa-mir-23a	Leukemia, Myeloid, Acute	1
hsa-mir-221	Inflammation	1
hsa-mir-92a	Leukemia, B-Cell	1
hsa-mir-30c	Heart Diseases	1
hsa-mir-141	Glioma	1
hsa-mir-196a	Mouth Neoplasms	1
hsa-mir-223	Colorectal Neoplasms	1
hsa-mir-346	Pre-Eclampsia	1
hsa-mir-545	Neoplasms	1
hsa-mir-4262	Breast Neoplasms	1
hsa-mir-221	Neoplasms	1
hsa-mir-153	Carcinoma, Hepatocellular	1
hsa-mir-138	Hypertension, Pulmonary	1
hsa-mir-222	Urinary Bladder Neoplasms	1
hsa-mir-27b	Carcinoma, Hepatocellular	1
hsa-mir-205	Colorectal Neoplasms	1
hsa-mir-637	Hypertension, Pulmonary	1
hsa-mir-19a	Glioma	1
hsa-mir-301b	Lung Neoplasms	1
hsa-mir-21	Cholesteatoma	1
hsa-mir-148a	Multiple Myeloma	1
hsa-mir-320	Ovarian Neoplasms	1
hsa-mir-23a	Arthritis, Rheumatoid	1
hsa-mir-155	Leukemia, Myeloid, Acute	1
hsa-mir-19a	Multiple Myeloma	1
hsa-mir-142	Lung Neoplasms	1
hsa-let-7g	Hypertrophy	1
hsa-mir-128	Glioblastoma	1
hsa-mir-143	Colonic Neoplasms	1
hsa-mir-138-1	Neuroblastoma	1
hsa-let-7a	Neoplasms	1
hsa-mir-449a	Stomach Neoplasms	1
hsa-let-7c	Ovarian Neoplasms	1
hsa-let-7g	Osteosarcoma	1
hsa-mir-200c	Lung Neoplasms	1
hsa-let-7g	Carcinoma, Hepatocellular	1
hsa-mir-145	Pituitary Neoplasms	1
hsa-mir-19b	Lung Neoplasms	1
hsa-mir-206	Medulloblastoma	1
hsa-mir-539	Carcinoma, Hepatocellular	1
hsa-mir-221	Astrocytoma	1
hsa-mir-19b	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-16	Glioblastoma	1
hsa-mir-30b	Carcinoma, Renal Cell	1
hsa-mir-500	Prostatic Neoplasms	1
hsa-mir-370	Lung Neoplasms	1
hsa-mir-145	Triple Negative Breast Neoplasms	1
hsa-mir-320	Uterine Cervical Neoplasms	1
hsa-mir-503	Osteosarcoma	1
hsa-mir-210	Hypoxia	1
hsa-mir-21	Ischemia	1
hsa-mir-223	Breast Neoplasms	1
hsa-mir-451	Carcinoma, Renal Cell	1
hsa-mir-23b	Prostatic Neoplasms	1
hsa-mir-200c	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-21	Inferior Wall Myocardial Infarction	1
hsa-mir-181a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-629	Ovarian Neoplasms	1
hsa-mir-23b	Stomach Neoplasms	1
hsa-mir-150	Thyroid Neoplasms	1
hsa-mir-221	Neuralgia	1
hsa-mir-34a	Lung Neoplasms	1
hsa-mir-27a	Diabetes Mellitus	1
hsa-mir-24	Osteoarthritis	1
hsa-mir-224	Osteosarcoma	1
hsa-mir-124a	Liver Neoplasms	1
hsa-mir-181a	Pre-Eclampsia	1
hsa-mir-497	Breast Neoplasms	1
hsa-mir-148b	Breast Neoplasms	1
hsa-mir-30b	Carcinoma, Hepatocellular	1
hsa-mir-410	Lupus Erythematosus, Systemic	1
hsa-mir-139	Urinary Bladder Neoplasms	1
hsa-mir-7	Carcinoma, Hepatocellular	1
hsa-mir-613	Carcinoma, Hepatocellular	1
hsa-mir-146a	Epilepsy, Temporal Lobe	1
hsa-mir-455	Stomach Neoplasms	1
hsa-mir-328	Breast Neoplasms	1
hsa-mir-520a	Lymphoma	1
hsa-mir-103a	Carcinoma, Hepatocellular	1
hsa-mir-92a	Diabetes Mellitus	1
hsa-mir-19a	Hypertrophy	1
hsa-mir-140	Glioma	1
hsa-mir-384	Breast Neoplasms	1
hsa-mir-124a	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-335	Wound Healing	1
hsa-mir-486	Osteoarthritis	1
hsa-mir-128	Osteosarcoma	1
hsa-let-7d	Retinal Degeneration	1
hsa-mir-23a	Hypertension, Pulmonary	1
hsa-let-7g	Retinal Degeneration	1
hsa-mir-9	Atherosclerosis	1
hsa-mir-374a	Carcinoma, Hepatocellular	1
hsa-mir-29b	Diabetic Retinopathy	1
hsa-mir-23b	Endometrial Neoplasms	1
hsa-mir-599	Glioma	1
hsa-mir-99b	Stomach Neoplasms	1
hsa-mir-145	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-135b	Brain Ischemia	1
hsa-mir-324	Alzheimer Disease	1
hsa-mir-30d	Pulmonary Fibrosis	1
hsa-mir-181d	Osteosarcoma	1
hsa-mir-135b	Hypertrophy	1
hsa-mir-143	Leukemia, Myeloid, Acute	1
hsa-mir-22	Sepsis	1
hsa-mir-26a-2	Carcinoma, Hepatocellular	1
hsa-mir-26a	Neuralgia	1
hsa-mir-486	Myocardial Infarction	1
hsa-mir-155	Pancreatic Neoplasms	1
hsa-mir-124a	Glioma	1
hsa-mir-451	Osteoporosis	1
hsa-mir-381	Uterine Cervical Neoplasms	1
hsa-mir-223	Leukemia	1
hsa-mir-200a	Kidney Neoplasms	1
hsa-mir-214	Acute Kidney Injury	1
hsa-mir-25	Stomach Neoplasms	1
hsa-mir-1-2	Cardiomegaly	1
hsa-mir-30e	Neoplasms	1
hsa-mir-384	Diabetic Retinopathy	1
hsa-mir-6852	Stomach Neoplasms	1
hsa-mir-27a	Acute Lung Injury	1
hsa-mir-520b	Prostatic Neoplasms	1
hsa-mir-15a	Arthritis	1
hsa-mir-206	Neoplasms	1
hsa-mir-203	Wound Healing	1
hsa-mir-340	Carcinoma, Squamous Cell	1
hsa-mir-590	Arbovirus Infections	1
hsa-mir-130b	Stomach Neoplasms	1
hsa-mir-133a	Cardiomegaly	1
hsa-mir-328	Atherosclerosis	1
hsa-mir-19b-1	Leukemia, Myeloid, Acute	1
hsa-mir-19b-2	Leukemia	1
hsa-mir-342	Parkinson Disease	1
hsa-mir-744	Glioblastoma	1
hsa-mir-185	Neoplasms	1
hsa-mir-33b	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-221	Gastrointestinal Neoplasms	1
hsa-mir-10b	Breast Neoplasms	1
hsa-mir-200c	Prostatic Neoplasms	1
hsa-mir-26b	Glioma	1
hsa-mir-221	Colorectal Neoplasms	1
hsa-mir-200	Pulmonary Fibrosis	1
hsa-mir-203	Esophageal Neoplasms	1
hsa-mir-92a	Colorectal Neoplasms	1
hsa-mir-16-2	Laryngeal Neoplasms	1
hsa-mir-7	Colorectal Neoplasms	1
hsa-mir-125b-1	Psoriasis	1
hsa-mir-125b-2	Psoriasis	1
hsa-mir-720	Coronary Artery Disease	1
hsa-mir-622	Stomach Neoplasms	1
hsa-mir-205	Aortic Aneurysm, Abdominal	1
hsa-mir-150	Inflammatory Bowel Diseases	1
hsa-mir-34a	Kidney Neoplasms	1
hsa-mir-520a	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-let-7b	Inflammation	1
hsa-let-7i	Inflammation	1
hsa-mir-29b-2	Carcinoma, Hepatocellular	1
hsa-mir-29c	Carcinoma, Hepatocellular	1
hsa-mir-100	Urinary Bladder Neoplasms	1
hsa-mir-198	Carcinoma, Hepatocellular	1
hsa-mir-99a	Psoriasis	1
hsa-mir-222	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-488	Prostatic Neoplasms	1
hsa-mir-367	Glioblastoma	1
hsa-mir-7-1	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-466	Lymphoma	1
hsa-mir-342	Carcinoma, Hepatocellular	1
hsa-mir-144	Diabetes Mellitus, Type 2	1
hsa-mir-26a	Diabetic Nephropathies	1
hsa-let-7a-1	Endometrial Neoplasms	1
hsa-mir-451	Esophageal Neoplasms	1
hsa-mir-7-2	Glioblastoma	1
hsa-mir-7-3	Glioblastoma	1
hsa-mir-150	Osteoporosis	1
hsa-mir-1-2	Prostatic Neoplasms	1
hsa-mir-133a-2	Prostatic Neoplasms	1
hsa-mir-19a	Lymphoma, Mantle-Cell	1
hsa-mir-490	Osteosarcoma	1
hsa-mir-497	Neoplasms	1
hsa-mir-451	Ovarian Neoplasms	1
hsa-mir-16	Sarcoma, Ewing	1
hsa-mir-124-2	Alzheimer Disease	1
hsa-mir-498	Lung Neoplasms	1
hsa-mir-1236	Inflammation	1
hsa-mir-7-1	Carcinoma, Hepatocellular	1
hsa-mir-362	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
hsa-mir-424	Endometrial Neoplasms	1
hsa-mir-125b	Endomyocardial Fibrosis	1
hsa-mir-29b-2	Rhabdomyosarcoma	1
hsa-mir-34a	Triple Negative Breast Neoplasms	1
hsa-mir-125b-2	Leukemia	1
hsa-mir-16-1	Liver Failure	1
hsa-mir-183	Medulloblastoma	1
hsa-mir-96	Medulloblastoma	1
hsa-mir-126	Carcinoma, Renal Cell	1
hsa-mir-219	Carcinoma, Hepatocellular	1
hsa-mir-124-3	Stomach Neoplasms	1
hsa-mir-145	Endometrial Neoplasms	1
hsa-mir-20b	Tuberculosis	1
hsa-mir-20a	Retinoblastoma	1
hsa-mir-520c	Breast Neoplasms	1
hsa-mir-183	Osteosarcoma	1
hsa-mir-19b-1	Urinary Bladder Neoplasms	1
hsa-mir-223	Leukemia, Myeloid, Acute	1
hsa-mir-20a	Leukemia-Lymphoma, Adult T-Cell	1
hsa-mir-499a	Carcinoma, Hepatocellular	1
hsa-mir-204	Nervous System Diseases	1
hsa-mir-29b-2	Lung Neoplasms	1
hsa-mir-224	Breast Neoplasms	1
hsa-mir-203	Carcinoma, Hepatocellular	1
hsa-mir-124-1	Colorectal Neoplasms	1
hsa-mir-146b	Esophageal Neoplasms	1
hsa-mir-143	Hypertension, Pulmonary	1
hsa-mir-155	Atherosclerosis	1
hsa-mir-24-1	Glioma	1
hsa-mir-182	HIV Infections	1
hsa-mir-135a-2	Carcinoma, Renal Cell	1
hsa-mir-133a-2	Liver Cirrhosis	1
hsa-mir-218-1	Glioma	1
hsa-mir-133a-1	Head and Neck Neoplasms	1
hsa-mir-29b-2	Melanoma	1
hsa-mir-149	Glioma	1
hsa-mir-195	Spinal Cord Injuries	1
hsa-mir-16-2	Colorectal Neoplasms	1
hsa-mir-138-1	Ovarian Neoplasms	1
hsa-mir-10b	Stomach Neoplasms	1
hsa-mir-24-1	Neoplasms	1
hsa-mir-218-1	Carcinoma, Renal Cell	1
hsa-mir-7-1	Urinary Bladder Neoplasms	1
hsa-mir-199a-2	Arbovirus Infections	1
hsa-mir-133a	Breast Neoplasms	1
hsa-mir-23b	Glioma	1
hsa-mir-182	Endometrial Neoplasms	1
hsa-mir-133a	Ovarian Neoplasms	1
hsa-mir-200b	Colorectal Neoplasms	1
hsa-mir-150	Neoplasms	1
hsa-mir-101	Carcinoma, Hepatocellular	1
hsa-mir-200a	Carcinoma, Endometrioid	1
hsa-mir-216a	Atherosclerosis	1
hsa-mir-197	Lung Neoplasms	1
hsa-mir-545	Lung Neoplasms	1
hsa-mir-27a	Osteosarcoma	1
hsa-mir-30	Neoplasms	1
hsa-mir-26a	Gallbladder Neoplasms	1
hsa-mir-101	Retinoblastoma	1
hsa-mir-218	Prostatic Neoplasms	1
hsa-mir-101	Liver Cirrhosis	1
hsa-mir-638	Colorectal Neoplasms	1
hsa-mir-497	Uterine Cervical Neoplasms	1
hsa-mir-124	Prostatic Neoplasms	1
hsa-mir-218	Choriocarcinoma	1
hsa-mir-375	Carcinoma, Non-Small-Cell Lung	1
hsa-mir-16-1	Parkinson Disease	1
hsa-mir-199a-1	Ovarian Neoplasms	1
hsa-mir-216a	Asthma	1
hsa-mir-138	Ovarian Neoplasms	1
hsa-mir-150	Colorectal Neoplasms	1
hsa-mir-610	Lung Neoplasms	1
hsa-mir-203	Stomach Neoplasms	1
hsa-mir-492	Breast Neoplasms	1
hsa-mir-132	Breast Neoplasms	1
hsa-mir-101	Diabetes, Gestational	1
hsa-mir-362	Carcinoma, Hepatocellular	1
hsa-mir-503	Neoplasms	1
hsa-mir-96	Carcinoma, Hepatocellular	1
